#Lambda	Flux(Jy)
2.913	0.01645
2.914	0.01763
2.915	0.01443
2.916	0.00732
2.917	-0.00074
2.918	-0.00614
2.919	-0.00814
2.920	-0.00901
2.921	-0.01070
2.922	-0.01178
2.923	-0.00946
2.924	-0.00349
2.925	0.00311
2.926	0.00586
2.927	0.00279
2.928	-0.00453
2.929	-0.01283
2.930	-0.01947
2.931	-0.02287
2.932	-0.02178
2.933	-0.01578
2.934	-0.00683
2.935	0.00180
2.936	0.00803
2.937	0.01152
2.938	0.01268
2.939	0.01109
2.940	0.00669
2.941	0.00163
2.942	-0.00046
2.943	0.00183
2.944	0.00546
2.945	0.00553
2.946	0.00074
2.947	-0.00440
2.948	-0.00464
2.949	0.00046
2.950	0.00652
2.951	0.00974
2.952	0.00987
2.953	0.00858
2.954	0.00670
2.955	0.00489
2.956	0.00501
2.957	0.00868
2.958	0.01482
2.959	0.01979
2.960	0.02069
2.961	0.01796
2.962	0.01394
2.963	0.01114
2.964	0.01075
2.965	0.01227
2.966	0.01378
2.967	0.01320
2.968	0.01068
2.969	0.00824
2.970	0.00682
2.971	0.00461
2.972	-0.00041
2.973	-0.00733
2.974	-0.01214
2.975	-0.01164
2.976	-0.00634
2.977	0.00003
2.978	0.00384
2.979	0.00428
2.980	0.00334
2.981	0.00342
2.982	0.00507
2.983	0.00678
2.984	0.00651
2.985	0.00358
2.986	-0.00105
2.987	-0.00602
2.988	-0.01025
2.989	-0.01261
2.990	-0.01227
2.991	-0.00870
2.992	-0.00256
2.993	0.00442
2.994	0.01025
2.995	0.01324
2.996	0.01268
2.997	0.00972
2.998	0.00780
2.999	0.00977
3.000	0.01452
3.001	0.01785
3.002	0.01734
3.003	0.01555
3.004	0.01737
3.005	0.02428
3.006	0.03210
3.007	0.03493
3.008	0.03038
3.009	0.02113
3.010	0.01202
3.011	0.00648
3.012	0.00540
3.013	0.00772
3.014	0.01162
3.015	0.01481
3.016	0.01542
3.017	0.01285
3.018	0.00884
3.019	0.00664
3.020	0.00805
3.021	0.01136
3.022	0.01322
3.023	0.01194
3.024	0.00926
3.025	0.00763
3.026	0.00712
3.027	0.00580
3.028	0.00264
3.029	-0.00067
3.030	-0.00185
3.031	0.00024
3.032	0.00512
3.033	0.01103
3.034	0.01466
3.035	0.01261
3.036	0.00453
3.037	-0.00527
3.038	-0.01104
3.039	-0.01058
3.040	-0.00642
3.041	-0.00225
3.042	0.00126
3.043	0.00562
3.044	0.01138
3.045	0.01681
3.046	0.01970
3.047	0.01884
3.048	0.01424
3.049	0.00752
3.050	0.00116
3.051	-0.00203
3.052	-0.00065
3.053	0.00418
3.054	0.00963
3.055	0.01314
3.056	0.01353
3.057	0.01113
3.058	0.00736
3.059	0.00410
3.060	0.00253
3.061	0.00271
3.062	0.00397
3.063	0.00569
3.064	0.00688
3.065	0.00630
3.066	0.00291
3.067	-0.00253
3.068	-0.00724
3.069	-0.00834
3.070	-0.00496
3.071	0.00132
3.072	0.00767
3.073	0.01153
3.074	0.01221
3.075	0.01061
3.076	0.00794
3.077	0.00474
3.078	0.00100
3.079	-0.00210
3.080	-0.00224
3.081	0.00211
3.082	0.00896
3.083	0.01370
3.084	0.01286
3.085	0.00718
3.086	0.00064
3.087	-0.00301
3.088	-0.00240
3.089	0.00114
3.090	0.00545
3.091	0.00884
3.092	0.01016
3.093	0.00907
3.094	0.00594
3.095	0.00197
3.096	-0.00125
3.097	-0.00234
3.098	-0.00056
3.099	0.00373
3.100	0.00916
3.101	0.01400
3.102	0.01713
3.103	0.01852
3.104	0.01882
3.105	0.01842
3.106	0.01717
3.107	0.01473
3.108	0.01100
3.109	0.00636
3.110	0.00143
3.111	-0.00327
3.112	-0.00752
3.113	-0.01141
3.114	-0.01517
3.115	-0.01873
3.116	-0.02145
3.117	-0.02243
3.118	-0.02115
3.119	-0.01781
3.120	-0.01301
3.121	-0.00786
3.122	-0.00364
3.123	-0.00161
3.124	-0.00182
3.125	-0.00305
3.126	-0.00372
3.127	-0.00314
3.128	-0.00134
3.129	0.00189
3.130	0.00686
3.131	0.01289
3.132	0.01797
3.133	0.01945
3.134	0.01617
3.135	0.00923
3.136	0.00167
3.137	-0.00343
3.138	-0.00420
3.139	-0.00071
3.140	0.00543
3.141	0.01189
3.142	0.01705
3.143	0.02050
3.144	0.02224
3.145	0.02203
3.146	0.01912
3.147	0.01345
3.148	0.00658
3.149	0.00126
3.150	-0.00029
3.151	0.00223
3.152	0.00699
3.153	0.01136
3.154	0.01312
3.155	0.01154
3.156	0.00757
3.157	0.00327
3.158	0.00077
3.159	0.00048
3.160	0.00073
3.161	-0.00061
3.162	-0.00368
3.163	-0.00609
3.164	-0.00514
3.165	-0.00066
3.166	0.00422
3.167	0.00606
3.168	0.00403
3.169	0.00034
3.170	-0.00206
3.171	-0.00220
3.172	-0.00150
3.173	-0.00174
3.174	-0.00316
3.175	-0.00453
3.176	-0.00469
3.177	-0.00377
3.178	-0.00268
3.179	-0.00168
3.180	0.00021
3.181	0.00416
3.182	0.01004
3.183	0.01571
3.184	0.01878
3.185	0.01819
3.186	0.01497
3.187	0.01132
3.188	0.00867
3.189	0.00711
3.190	0.00595
3.191	0.00482
3.192	0.00411
3.193	0.00428
3.194	0.00551
3.195	0.00713
3.196	0.00782
3.197	0.00646
3.198	0.00277
3.199	-0.00236
3.200	-0.00725
3.201	-0.01024
3.202	-0.01055
3.203	-0.00871
3.204	-0.00543
3.205	-0.00056
3.206	0.00653
3.207	0.01544
3.208	0.02400
3.209	0.02907
3.210	0.02868
3.211	0.02353
3.212	0.01650
3.213	0.01055
3.214	0.00721
3.215	0.00683
3.216	0.00909
3.217	0.01333
3.218	0.01802
3.219	0.02048
3.220	0.01829
3.221	0.01139
3.222	0.00271
3.223	-0.00361
3.224	-0.00519
3.225	-0.00291
3.226	0.00025
3.227	0.00195
3.228	0.00196
3.229	0.00117
3.230	0.00046
3.231	0.00010
3.232	0.00000
3.233	0.00024
3.234	0.00083
3.235	0.00186
3.236	0.00297
3.237	0.00355
3.238	0.00281
3.239	0.00038
3.240	-0.00305
3.241	-0.00569
3.242	-0.00569
3.243	-0.00253
3.244	0.00247
3.245	0.00703
3.246	0.00954
3.247	0.01023
3.248	0.01024
3.249	0.01015
3.250	0.00918
3.251	0.00594
3.252	-0.00018
3.253	-0.00807
3.254	-0.01529
3.255	-0.01934
3.256	-0.01905
3.257	-0.01506
3.258	-0.00929
3.259	-0.00385
3.260	0.00014
3.261	0.00284
3.262	0.00492
3.263	0.00665
3.264	0.00737
3.265	0.00592
3.266	0.00184
3.267	-0.00380
3.268	-0.00884
3.269	-0.01093
3.270	-0.00943
3.271	-0.00531
3.272	-0.00066
3.273	0.00289
3.274	0.00462
3.275	0.00451
3.276	0.00268
3.277	-0.00062
3.278	-0.00460
3.279	-0.00776
3.280	-0.00872
3.281	-0.00713
3.282	-0.00391
3.283	-0.00080
3.284	0.00113
3.285	0.00237
3.286	0.00419
3.287	0.00711
3.288	0.01039
3.289	0.01236
3.290	0.01155
3.291	0.00785
3.292	0.00282
3.293	-0.00106
3.294	-0.00166
3.295	0.00178
3.296	0.00857
3.297	0.01663
3.298	0.02346
3.299	0.02719
3.300	0.02715
3.301	0.02440
3.302	0.02114
3.303	0.01955
3.304	0.02061
3.305	0.02351
3.306	0.02598
3.307	0.02569
3.308	0.02169
3.309	0.01486
3.310	0.00714
3.311	0.00069
3.312	-0.00300
3.313	-0.00330
3.314	-0.00039
3.315	0.00433
3.316	0.00853
3.317	0.00995
3.318	0.00760
3.319	0.00250
3.320	-0.00235
3.321	-0.00436
3.322	-0.00274
3.323	0.00116
3.324	0.00495
3.325	0.00663
3.326	0.00533
3.327	0.00151
3.328	-0.00321
3.329	-0.00666
3.330	-0.00680
3.331	-0.00322
3.332	0.00269
3.333	0.00865
3.334	0.01284
3.335	0.01458
3.336	0.01406
3.337	0.01191
3.338	0.00891
3.339	0.00574
3.340	0.00327
3.341	0.00186
3.342	0.00105
3.343	-0.00021
3.344	-0.00250
3.345	-0.00545
3.346	-0.00762
3.347	-0.00733
3.348	-0.00387
3.349	0.00194
3.350	0.00793
3.351	0.01190
3.352	0.01289
3.353	0.01115
3.354	0.00762
3.355	0.00308
3.356	-0.00189
3.357	-0.00660
3.358	-0.01031
3.359	-0.01186
3.360	-0.01069
3.361	-0.00713
3.362	-0.00254
3.363	0.00174
3.364	0.00485
3.365	0.00651
3.366	0.00683
3.367	0.00582
3.368	0.00336
3.369	-0.00002
3.370	-0.00305
3.371	-0.00427
3.372	-0.00310
3.373	-0.00005
3.374	0.00353
3.375	0.00587
3.376	0.00615
3.377	0.00495
3.378	0.00332
3.379	0.00201
3.380	0.00119
3.381	0.00065
3.382	0.00034
3.383	0.00069
3.384	0.00232
3.385	0.00506
3.386	0.00738
3.387	0.00763
3.388	0.00517
3.389	0.00082
3.390	-0.00337
3.391	-0.00510
3.392	-0.00308
3.393	0.00174
3.394	0.00754
3.395	0.01263
3.396	0.01602
3.397	0.01751
3.398	0.01740
3.399	0.01593
3.400	0.01324
3.401	0.00935
3.402	0.00445
3.403	-0.00089
3.404	-0.00588
3.405	-0.00973
3.406	-0.01166
3.407	-0.01134
3.408	-0.00872
3.409	-0.00416
3.410	0.00149
3.411	0.00691
3.412	0.01050
3.413	0.01090
3.414	0.00757
3.415	0.00165
3.416	-0.00451
3.417	-0.00884
3.418	-0.01036
3.419	-0.00953
3.420	-0.00814
3.421	-0.00815
3.422	-0.01037
3.423	-0.01432
3.424	-0.01891
3.425	-0.02283
3.426	-0.02478
3.427	-0.02353
3.428	-0.01780
3.429	-0.00762
3.430	0.00460
3.431	0.01512
3.432	0.02043
3.433	0.01882
3.434	0.01174
3.435	0.00306
3.436	-0.00380
3.437	-0.00782
3.438	-0.00987
3.439	-0.01180
3.440	-0.01510
3.441	-0.01952
3.442	-0.02298
3.443	-0.02341
3.444	-0.01975
3.445	-0.01224
3.446	-0.00231
3.447	0.00783
3.448	0.01530
3.449	0.01800
3.450	0.01558
3.451	0.00955
3.452	0.00282
3.453	-0.00140
3.454	-0.00147
3.455	0.00128
3.456	0.00440
3.457	0.00588
3.458	0.00483
3.459	0.00175
3.460	-0.00186
3.461	-0.00508
3.462	-0.00760
3.463	-0.00910
3.464	-0.00915
3.465	-0.00723
3.466	-0.00330
3.467	0.00178
3.468	0.00668
3.469	0.01023
3.470	0.01180
3.471	0.01150
3.472	0.01027
3.473	0.00888
3.474	0.00783
3.475	0.00755
3.476	0.00849
3.477	0.01114
3.478	0.01562
3.479	0.02052
3.480	0.02386
3.481	0.02387
3.482	0.01985
3.483	0.01311
3.484	0.00715
3.485	0.00450
3.486	0.00557
3.487	0.00902
3.488	0.01229
3.489	0.01277
3.490	0.01010
3.491	0.00569
3.492	0.00138
3.493	-0.00125
3.494	-0.00153
3.495	-0.00022
3.496	0.00101
3.497	0.00105
3.498	-0.00058
3.499	-0.00363
3.500	-0.00676
3.501	-0.00828
3.502	-0.00734
3.503	-0.00421
3.504	-0.00011
3.505	0.00302
3.506	0.00324
3.507	0.00021
3.508	-0.00513
3.509	-0.01111
3.510	-0.01591
3.511	-0.01866
3.512	-0.02031
3.513	-0.02185
3.514	-0.02368
3.515	-0.02546
3.516	-0.02593
3.517	-0.02422
3.518	-0.02037
3.519	-0.01495
3.520	-0.00892
3.521	-0.00361
3.522	-0.00025
3.523	0.00030
3.524	-0.00197
3.525	-0.00626
3.526	-0.01085
3.527	-0.01324
3.528	-0.01204
3.529	-0.00742
3.530	-0.00069
3.531	0.00596
3.532	0.01053
3.533	0.01275
3.534	0.01342
3.535	0.01374
3.536	0.01483
3.537	0.01717
3.538	0.02039
3.539	0.02378
3.540	0.02645
3.541	0.02747
3.542	0.02599
3.543	0.02182
3.544	0.01558
3.545	0.00837
3.546	0.00164
3.547	-0.00331
3.548	-0.00630
3.549	-0.00768
3.550	-0.00801
3.551	-0.00794
3.552	-0.00766
3.553	-0.00726
3.554	-0.00687
3.555	-0.00656
3.556	-0.00626
3.557	-0.00588
3.558	-0.00544
3.559	-0.00512
3.560	-0.00521
3.561	-0.00619
3.562	-0.00770
3.563	-0.00892
3.564	-0.00908
3.565	-0.00756
3.566	-0.00496
3.567	-0.00247
3.568	-0.00080
3.569	-0.00013
3.570	0.00020
3.571	0.00152
3.572	0.00425
3.573	0.00790
3.574	0.01140
3.575	0.01330
3.576	0.01322
3.577	0.01184
3.578	0.01010
3.579	0.00909
3.580	0.00933
3.581	0.01046
3.582	0.01194
3.583	0.01324
3.584	0.01409
3.585	0.01458
3.586	0.01464
3.587	0.01414
3.588	0.01284
3.589	0.01058
3.590	0.00747
3.591	0.00372
3.592	-0.00046
3.593	-0.00499
3.594	-0.00976
3.595	-0.01438
3.596	-0.01819
3.597	-0.02029
3.598	-0.02001
3.599	-0.01753
3.600	-0.01347
3.601	-0.00869
3.602	-0.00393
3.603	0.00079
3.604	0.00540
3.605	0.00976
3.606	0.01346
3.607	0.01575
3.608	0.01656
3.609	0.01603
3.610	0.01451
3.611	0.01271
3.612	0.01072
3.613	0.00846
3.614	0.00581
3.615	0.00305
3.616	0.00083
3.617	-0.00053
3.618	-0.00094
3.619	-0.00071
3.620	-0.00064
3.621	-0.00089
3.622	-0.00145
3.623	-0.00197
3.624	-0.00183
3.625	-0.00118
3.626	-0.00036
3.627	0.00003
3.628	-0.00044
3.629	-0.00156
3.630	-0.00282
3.631	-0.00356
3.632	-0.00337
3.633	-0.00258
3.634	-0.00160
3.635	-0.00086
3.636	-0.00046
3.637	0.00014
3.638	0.00121
3.639	0.00275
3.640	0.00401
3.641	0.00395
3.642	0.00223
3.643	-0.00104
3.644	-0.00461
3.645	-0.00686
3.646	-0.00715
3.647	-0.00535
3.648	-0.00240
3.649	0.00015
3.650	0.00153
3.651	0.00136
3.652	-0.00005
3.653	-0.00182
3.654	-0.00330
3.655	-0.00391
3.656	-0.00309
3.657	-0.00098
3.658	0.00195
3.659	0.00503
3.660	0.00709
3.661	0.00737
3.662	0.00598
3.663	0.00337
3.664	0.00073
3.665	-0.00097
3.666	-0.00150
3.667	-0.00091
3.668	0.00023
3.669	0.00141
3.670	0.00236
3.671	0.00297
3.672	0.00342
3.673	0.00386
3.674	0.00434
3.675	0.00487
3.676	0.00548
3.677	0.00593
3.678	0.00592
3.679	0.00511
3.680	0.00327
3.681	0.00075
3.682	-0.00200
3.683	-0.00432
3.684	-0.00565
3.685	-0.00614
3.686	-0.00603
3.687	-0.00580
3.688	-0.00559
3.689	-0.00518
3.690	-0.00440
3.691	-0.00320
3.692	-0.00189
3.693	-0.00082
3.694	-0.00042
3.695	-0.00065
3.696	-0.00115
3.697	-0.00161
3.698	-0.00173
3.699	-0.00152
3.700	-0.00117
3.701	-0.00080
3.702	-0.00046
3.703	-0.00005
3.704	0.00050
3.705	0.00127
3.706	0.00218
3.707	0.00335
3.708	0.00493
3.709	0.00711
3.710	0.01009
3.711	0.01346
3.712	0.01666
3.713	0.01853
3.714	0.01836
3.715	0.01628
3.716	0.01265
3.717	0.00884
3.718	0.00592
3.719	0.00439
3.720	0.00450
3.721	0.00521
3.722	0.00569
3.723	0.00523
3.724	0.00327
3.725	0.00018
3.726	-0.00351
3.727	-0.00713
3.728	-0.01002
3.729	-0.01205
3.730	-0.01312
3.731	-0.01317
3.732	-0.01215
3.733	-0.01007
3.734	-0.00696
3.735	-0.00314
3.736	0.00068
3.737	0.00389
3.738	0.00575
3.739	0.00587
3.740	0.00459
3.741	0.00243
3.742	0.00066
3.743	0.00002
3.744	0.00081
3.745	0.00302
3.746	0.00578
3.747	0.00841
3.748	0.01022
3.749	0.01088
3.750	0.01056
3.751	0.00940
3.752	0.00766
3.753	0.00550
3.754	0.00305
3.755	0.00047
3.756	-0.00168
3.757	-0.00286
3.758	-0.00268
3.759	-0.00086
3.760	0.00215
3.761	0.00572
3.762	0.00903
3.763	0.01118
3.764	0.01217
3.765	0.01208
3.766	0.01156
3.767	0.01115
3.768	0.01095
3.769	0.01081
3.770	0.00988
3.771	0.00776
3.772	0.00409
3.773	-0.00046
3.774	-0.00477
3.775	-0.00799
3.776	-0.00898
3.777	-0.00801
3.778	-0.00564
3.779	-0.00279
3.780	-0.00047
3.781	0.00110
3.782	0.00172
3.783	0.00171
3.784	0.00113
3.785	0.00004
3.786	-0.00162
3.787	-0.00354
3.788	-0.00525
3.789	-0.00596
3.790	-0.00497
3.791	-0.00238
3.792	0.00162
3.793	0.00568
3.794	0.00883
3.795	0.01034
3.796	0.00969
3.797	0.00754
3.798	0.00442
3.799	0.00121
3.800	-0.00119
3.801	-0.00243
3.802	-0.00222
3.803	-0.00077
3.804	0.00129
3.805	0.00332
3.806	0.00418
3.807	0.00374
3.808	0.00201
3.809	-0.00010
3.810	-0.00143
3.811	-0.00141
3.812	0.00054
3.813	0.00361
3.814	0.00714
3.815	0.01005
3.816	0.01188
3.817	0.01285
3.818	0.01333
3.819	0.01427
3.820	0.01578
3.821	0.01797
3.822	0.02021
3.823	0.02204
3.824	0.02305
3.825	0.02277
3.826	0.02141
3.827	0.01912
3.828	0.01618
3.829	0.01311
3.830	0.01019
3.831	0.00774
3.832	0.00611
3.833	0.00541
3.834	0.00572
3.835	0.00693
3.836	0.00873
3.837	0.01067
3.838	0.01199
3.839	0.01235
3.840	0.01137
3.841	0.00925
3.842	0.00644
3.843	0.00334
3.844	0.00076
3.845	-0.00107
3.846	-0.00197
3.847	-0.00212
3.848	-0.00176
3.849	-0.00106
3.850	-0.00028
3.851	0.00031
3.852	0.00051
3.853	0.00007
3.854	-0.00096
3.855	-0.00245
3.856	-0.00403
3.857	-0.00506
3.858	-0.00530
3.859	-0.00462
3.860	-0.00346
3.861	-0.00215
3.862	-0.00139
3.863	-0.00141
3.864	-0.00211
3.865	-0.00290
3.866	-0.00319
3.867	-0.00280
3.868	-0.00155
3.869	-0.00028
3.870	0.00055
3.871	0.00012
3.872	-0.00162
3.873	-0.00449
3.874	-0.00796
3.875	-0.01120
3.876	-0.01377
3.877	-0.01510
3.878	-0.01499
3.879	-0.01347
3.880	-0.01074
3.881	-0.00735
3.882	-0.00360
3.883	-0.00004
3.884	0.00308
3.885	0.00564
3.886	0.00757
3.887	0.00870
3.888	0.00886
3.889	0.00749
3.890	0.00459
3.891	0.00036
3.892	-0.00446
3.893	-0.00862
3.894	-0.01149
3.895	-0.01227
3.896	-0.01174
3.897	-0.01038
3.898	-0.00968
3.899	-0.00982
3.900	-0.01090
3.901	-0.01187
3.902	-0.01179
3.903	-0.00998
3.904	-0.00628
3.905	-0.00160
3.906	0.00336
3.907	0.00694
3.908	0.00890
3.909	0.00884
3.910	0.00740
3.911	0.00514
3.912	0.00273
3.913	0.00088
3.914	-0.00030
3.915	-0.00060
3.916	-0.00021
3.917	0.00073
3.918	0.00191
3.919	0.00308
3.920	0.00414
3.921	0.00501
3.922	0.00587
3.923	0.00680
3.924	0.00794
3.925	0.00917
3.926	0.01040
3.927	0.01112
3.928	0.01104
3.929	0.00990
3.930	0.00780
3.931	0.00522
3.932	0.00263
3.933	0.00102
3.934	0.00048
3.935	0.00122
3.936	0.00243
3.937	0.00364
3.938	0.00383
3.939	0.00274
3.940	0.00034
3.941	-0.00273
3.942	-0.00567
3.943	-0.00793
3.944	-0.00884
3.945	-0.00857
3.946	-0.00719
3.947	-0.00529
3.948	-0.00319
3.949	-0.00133
3.950	-0.00018
3.951	0.00010
3.952	-0.00086
3.953	-0.00275
3.954	-0.00536
3.955	-0.00779
3.956	-0.00932
3.957	-0.00938
3.958	-0.00757
3.959	-0.00427
3.960	0.00021
3.961	0.00459
3.962	0.00843
3.963	0.01103
3.964	0.01238
3.965	0.01249
3.966	0.01165
3.967	0.00992
3.968	0.00738
3.969	0.00400
3.970	-0.00017
3.971	-0.00518
3.972	-0.01036
3.973	-0.01525
3.974	-0.01898
3.975	-0.02070
3.976	-0.02014
3.977	-0.01725
3.978	-0.01283
3.979	-0.00742
3.980	-0.00246
3.981	0.00162
3.982	0.00410
3.983	0.00512
3.984	0.00483
3.985	0.00377
3.986	0.00234
3.987	0.00081
3.988	-0.00066
3.989	-0.00207
3.990	-0.00338
3.991	-0.00454
3.992	-0.00550
3.993	-0.00614
3.994	-0.00632
3.995	-0.00596
3.996	-0.00486
3.997	-0.00311
3.998	-0.00070
3.999	0.00179
4.000	0.00405
4.001	0.00544
4.002	0.00563
4.003	0.00447
4.004	0.00240
4.005	0.00008
4.006	-0.00184
4.007	-0.00248
4.008	-0.00179
4.009	0.00034
4.010	0.00310
4.011	0.00612
4.012	0.00847
4.013	0.01008
4.014	0.01073
4.015	0.01076
4.016	0.01032
4.017	0.00989
4.018	0.00955
4.019	0.00939
4.020	0.00927
4.021	0.00911
4.022	0.00872
4.023	0.00819
4.024	0.00756
4.025	0.00713
4.026	0.00703
4.027	0.00740
4.028	0.00802
4.029	0.00874
4.030	0.00926
4.031	0.00946
4.032	0.00930
4.033	0.00902
4.034	0.00895
4.035	0.00954
4.036	0.01089
4.037	0.01296
4.038	0.01528
4.039	0.01735
4.040	0.01872
4.041	0.01897
4.042	0.01814
4.043	0.01637
4.044	0.01394
4.045	0.01101
4.046	0.00777
4.047	0.00418
4.048	0.00013
4.049	-0.00418
4.050	-0.00866
4.051	-0.01240
4.052	-0.01486
4.053	-0.01528
4.054	-0.01346
4.055	-0.00951
4.056	-0.00419
4.057	0.00154
4.058	0.00684
4.059	0.01088
4.060	0.01363
4.061	0.01516
4.062	0.01606
4.063	0.01669
4.064	0.01743
4.065	0.01825
4.066	0.01912
4.067	0.01983
4.068	0.02025
4.069	0.02039
4.070	0.02029
4.071	0.02007
4.072	0.01974
4.073	0.01932
4.074	0.01857
4.075	0.01752
4.076	0.01619
4.077	0.01482
4.078	0.01350
4.079	0.01250
4.080	0.01178
4.081	0.01133
4.082	0.01088
4.083	0.01033
4.084	0.00933
4.085	0.00791
4.086	0.00604
4.087	0.00415
4.088	0.00238
4.089	0.00109
4.090	0.00025
4.091	-0.00011
4.092	-0.00030
4.093	-0.00044
4.094	-0.00080
4.095	-0.00126
4.096	-0.00172
4.097	-0.00183
4.098	-0.00143
4.099	-0.00046
4.100	0.00090
4.101	0.00225
4.102	0.00296
4.103	0.00266
4.104	0.00102
4.105	-0.00173
4.106	-0.00495
4.107	-0.00767
4.108	-0.00917
4.109	-0.00849
4.110	-0.00561
4.111	-0.00079
4.112	0.00503
4.113	0.01106
4.114	0.01602
4.115	0.01960
4.116	0.02121
4.117	0.02114
4.118	0.01956
4.119	0.01706
4.120	0.01384
4.121	0.01043
4.122	0.00704
4.123	0.00411
4.124	0.00203
4.125	0.00107
4.126	0.00147
4.127	0.00309
4.128	0.00556
4.129	0.00834
4.130	0.01099
4.131	0.01295
4.132	0.01408
4.133	0.01422
4.134	0.01356
4.135	0.01228
4.136	0.01072
4.137	0.00899
4.138	0.00743
4.139	0.00616
4.140	0.00557
4.141	0.00583
4.142	0.00716
4.143	0.00947
4.144	0.01269
4.145	0.01624
4.146	0.01969
4.147	0.02240
4.148	0.02392
4.149	0.02402
4.150	0.02283
4.151	0.02057
4.152	0.01788
4.153	0.01533
4.154	0.01349
4.155	0.01261
4.156	0.01273
4.157	0.01336
4.158	0.01407
4.159	0.01400
4.160	0.01280
4.161	0.01011
4.162	0.00638
4.163	0.00185
4.164	-0.00226
4.165	-0.00556
4.166	-0.00727
4.167	-0.00748
4.168	-0.00610
4.169	-0.00415
4.170	-0.00192
4.171	-0.00060
4.172	-0.00019
4.173	-0.00108
4.174	-0.00254
4.175	-0.00442
4.176	-0.00550
4.177	-0.00564
4.178	-0.00414
4.179	-0.00153
4.180	0.00206
4.181	0.00534
4.182	0.00798
4.183	0.00893
4.184	0.00833
4.185	0.00619
4.186	0.00347
4.187	0.00079
4.188	-0.00066
4.189	-0.00054
4.190	0.00131
4.191	0.00454
4.192	0.00819
4.193	0.01152
4.194	0.01364
4.195	0.01426
4.196	0.01319
4.197	0.01111
4.198	0.00830
4.199	0.00583
4.200	0.00394
4.201	0.00322
4.202	0.00331
4.203	0.00416
4.204	0.00517
4.205	0.00625
4.206	0.00701
4.207	0.00749
4.208	0.00765
4.209	0.00760
4.210	0.00739
4.211	0.00711
4.212	0.00680
4.213	0.00656
4.214	0.00648
4.215	0.00675
4.216	0.00726
4.217	0.00803
4.218	0.00868
4.219	0.00914
4.220	0.00889
4.221	0.00792
4.222	0.00613
4.223	0.00375
4.224	0.00099
4.225	-0.00184
4.226	-0.00457
4.227	-0.00703
4.228	-0.00916
4.229	-0.01065
4.230	-0.01122
4.231	-0.01024
4.232	-0.00685
4.233	-0.00008
4.234	0.01051
4.235	0.02539
4.236	0.04258
4.237	0.06151
4.238	0.07793
4.239	0.09094
4.240	0.09700
4.241	0.09687
4.242	0.08973
4.243	0.07907
4.244	0.06566
4.245	0.05352
4.246	0.04307
4.247	0.03589
4.248	0.03137
4.249	0.02878
4.250	0.02721
4.251	0.02565
4.252	0.02402
4.253	0.02211
4.254	0.02059
4.255	0.01951
4.256	0.01901
4.257	0.01883
4.258	0.01829
4.259	0.01716
4.260	0.01482
4.261	0.01197
4.262	0.00866
4.263	0.00622
4.264	0.00486
4.265	0.00541
4.266	0.00777
4.267	0.01160
4.268	0.01662
4.269	0.02226
4.270	0.02836
4.271	0.03470
4.272	0.04113
4.273	0.04763
4.274	0.05346
4.275	0.05847
4.276	0.06130
4.277	0.06169
4.278	0.05835
4.279	0.05136
4.280	0.04016
4.281	0.02596
4.282	0.00895
4.283	-0.00827
4.284	-0.02520
4.285	-0.03885
4.286	-0.04895
4.287	-0.05392
4.288	-0.05428
4.289	-0.05075
4.290	-0.04466
4.291	-0.03779
4.292	-0.03146
4.293	-0.02696
4.294	-0.02419
4.295	-0.02337
4.296	-0.02331
4.297	-0.02385
4.298	-0.02414
4.299	-0.02428
4.300	-0.02440
4.301	-0.02468
4.302	-0.02564
4.303	-0.02692
4.304	-0.02850
4.305	-0.02949
4.306	-0.02959
4.307	-0.02802
4.308	-0.02458
4.309	-0.01938
4.310	-0.01251
4.311	-0.00489
4.312	0.00330
4.313	0.01109
4.314	0.01822
4.315	0.02390
4.316	0.02801
4.317	0.03024
4.318	0.03073
4.319	0.02937
4.320	0.02688
4.321	0.02336
4.322	0.01966
4.323	0.01585
4.324	0.01256
4.325	0.00972
4.326	0.00737
4.327	0.00538
4.328	0.00354
4.329	0.00177
4.330	-0.00008
4.331	-0.00203
4.332	-0.00411
4.333	-0.00629
4.334	-0.00860
4.335	-0.01077
4.336	-0.01280
4.337	-0.01403
4.338	-0.01440
4.339	-0.01329
4.340	-0.01077
4.341	-0.00698
4.342	-0.00227
4.343	0.00252
4.344	0.00695
4.345	0.01012
4.346	0.01185
4.347	0.01165
4.348	0.00999
4.349	0.00687
4.350	0.00314
4.351	-0.00105
4.352	-0.00486
4.353	-0.00816
4.354	-0.01047
4.355	-0.01176
